text,speaker
Brian shake hands with me !,child
let's pretend that I didn't know that there was a hard way around and that I couldn't get up .,child
Marky jumped onto me but but I go go over there and he got here and I jumped and pushed him .,child
we're just pretending the person did that and then they did that .,child
for real .,child
we were really doing that .,child
one time I jumped on Mark .,child
the third eye ?,child
two more .,child
five and six .,child
five and six .,child
it is so !,child
one and two and three and four .,child
number Five and Number Six .,child
six shows in all .,child
in every part of in every show of of programming that we like .,child
I think .,child
besides I've done it before .,child
all you hafta do is drop drop them in right ?,child
if we have tapes will you leave ?,child
then I don't want any tapes .,child
I'll make you a deal .,child
if we have tapes then you'll leave and if we don't have any tapes you won't leave and we won't have any tapes okay .,child
well I don't want you to leave !,child
of course I'll let him have the person .,child
I just wanna use the I'll just take the book .,child
mom do you know what would be a real pleasure ?,child
give us Ram_Man !,child
give it to Marky .,child
yeah where Marky can't ...,child
where Marky can't find it .,child
I just put it in my head and I remember it the next day .,child
well why should we when I'm playing with Brian huh ?,child
dad but Dad !,child
now we can't do our hulahoop game .,child
well how should I know ?,child
yeah but still ...,child
we don't feel too bad .,child
we go and get another group .,child
well I would just sit out_of the game and then I would just play play with my brother .,child
I would just go and eat something .,child
and ate some food .,child
oh well how do I know ?,child
and you know why ?,child
she always pokes me .,child
well she ...,child
yeah but she does !,child
she does !,child
yeah but she still pokes me .,child
she still would .,child
still I know she would do that .,child
she'd still do it .,child
she's so old .,child
yeah but not soon !,child
how should I know ?,child
I don't know .,child
I don't know !,child
why should I ?,child
I'm my own body so ...,child
yeah I can do whatever I want with it .,child
yeah but still why do I hafta do that huh ?,child
then why if no ones makes it doesn't make and why do I hafta ?,child
yes and still why do I hafta do it ?,child
I only play with my friends remember ?,child
I wouldn't play with them .,child
you know so ?,child
I quit .,child
I quit drawing because you just am going to make me do things .,child
well then ...,child
then why do then why do I hafta think about other people .,child
I don't know okay ?,child
besides I never even think about ...,child
how should I know you want me to do it huh ?,child
tell me !,child
daddy tell me !,child
when you'll want me to do when you want me to be be friends with another kid .,child
I won't do it .,child
I won't do it .,child
I won't do it .,child
I won't do it .,child
I won't do it .,child
close your and keep it shut !,child
well then if it breaks you'll die .,child
well I'll still have a Mommy .,child
well I'll still have a Grandpa and Grandma .,child
well still we have them .,child
well I do like you .,child
well I don't understand !,child
why do I hafta do things in my body when I don't wanna do them ?,child
well then why do I hafta do it when I don't wanna do it ?,child
well still what does that ...,child
well Daddy I wanna tell you ...,child
I wanna tell you .,child
you mean if you have a candy heart you'll be good .,child
and too bad if if you have a candy heart you know why ?,child
because the Grogg in Raggedy Ann will eat your heart .,child
I don't .,child
I don't have a warm heart but I have a nice one .,child
dad why do I hafta do this ?,child
you're just trying to boss me .,child
and I'll never do what you say again .,child
why is he uglier ?,child
why is he ?,child
when he's down he's cute .,child
you don't hafta .,child
you don't hafta .,child
I said you don't hafta .,child
dad you'll really be surprised .,child
he's really fat .,child
he has a_lot_of heavy suit on ...,child
it's just that and he doesn't have Under_Roos like the other other guys .,child
and when you press and his feet go down it's just that it's not like in the book .,child
he's fatter and he has an ax .,child
and in the book he had an ax .,child
you see it ?,child
it's a little bit short .,child
show should I know ?,child
I can't even feel it .,child
no I'm not .,child
tell me .,child
daddy what's your name ?,child
I knew that .,child
same thing .,child
because I knew your name .,child
ask me what my name is .,child
